timestamp,area_name,traffic_level,nearby_events,day_of_week,total_slots,occupied_slots,available_slots
2024-02-06 09:00:00,Metro Station,7,0,5,75,45,30
2024-02-06 09:00:00,Railway Station,3,0,5,50,10,40
2024-02-06 09:00:00,Shopping Mall,10,0,5,150,121,29
2024-02-06 09:00:00,City Center,7,0,1,150,85,65
2024-02-06 09:00:00,Shopping Mall,1,0,5,100,5,95
2024-02-06 09:00:00,Tech Park,8,0,6,75,53,22
2024-02-06 11:00:00,Railway Station,6,0,1,50,27,23
2024-02-06 13:00:00,Railway Station,8,0,6,75,52,23
2024-02-06 13:00:00,City Center,4,0,4,100,36,64
2024-02-06 15:00:00,Airport,7,0,0,100,55,45
2024-02-06 16:00:00,Tech Park,8,0,1,150,101,49
2024-02-06 16:00:00,Railway Station,10,0,0,75,57,18
2024-02-06 17:00:00,Tech Park,3,0,4,150,39,111
2024-02-06 18:00:00,City Center,2,0,4,50,5,45
2024-02-06 21:00:00,Metro Station,4,0,4,50,20,30
2024-02-06 22:00:00,Airport,10,0,2,75,59,16
2024-02-06 23:00:00,City Center,7,0,3,100,60,40
2024-02-07 00:00:00,City Center,1,1,1,150,40,110
2024-02-07 00:00:00,Metro Station,2,0,0,150,29,121
2024-02-07 01:00:00,Metro Station,9,0,4,75,55,20
2024-02-07 01:00:00,Metro Station,6,0,0,100,53,47
2024-02-07 03:00:00,Tech Park,2,0,5,100,15,85
2024-02-07 03:00:00,Airport,4,0,5,150,53,97
2024-02-07 04:00:00,Airport,5,0,4,150,61,89
2024-02-07 05:00:00,Tech Park,9,1,2,50,41,9
2024-02-07 06:00:00,Railway Station,5,0,2,100,39,61
2024-02-07 08:00:00,Airport,7,0,5,200,111,89
2024-02-07 08:00:00,Tech Park,9,0,5,75,49,26
2024-02-07 08:00:00,Tech Park,9,0,1,100,68,32
2024-02-07 09:00:00,Railway Station,9,0,1,150,106,44
2024-02-07 09:00:00,Shopping Mall,7,0,3,50,27,23
2024-02-07 10:00:00,Airport,5,0,2,150,63,87
2024-02-07 10:00:00,Railway Station,4,0,1,150,43,107
2024-02-07 11:00:00,Shopping Mall,4,0,2,100,33,67
2024-02-07 13:00:00,Shopping Mall,1,0,1,150,8,142
2024-02-07 16:00:00,Metro Station,4,0,3,150,43,107
2024-02-07 16:00:00,Metro Station,3,0,1,75,13,62
2024-02-07 16:00:00,Cricket Stadium,4,0,2,75,26,49
2024-02-07 18:00:00,Railway Station,10,0,6,100,78,22
2024-02-07 19:00:00,Tech Park,2,0,0,100,12,88
2024-02-07 22:00:00,City Center,7,1,5,100,74,26
2024-02-07 23:00:00,Metro Station,6,0,1,100,53,47
2024-02-08 00:00:00,Cricket Stadium,7,0,6,100,60,40
2024-02-08 00:00:00,Airport,1,0,6,100,12,88
2024-02-08 01:00:00,Tech Park,1,0,3,100,13,87
2024-02-08 01:00:00,Railway Station,3,0,0,100,28,72
2024-02-08 03:00:00,City Center,1,0,4,100,11,89
2024-02-08 03:00:00,Tech Park,8,0,0,100,60,40
2024-02-08 04:00:00,City Center,8,0,0,75,43,32
2024-02-08 06:00:00,Shopping Mall,9,0,2,150,111,39
2024-02-08 06:00:00,City Center,3,0,4,100,26,74
2024-02-08 06:00:00,Airport,4,0,3,150,47,103
2024-02-08 07:00:00,City Center,4,0,3,100,31,69
2024-02-08 07:00:00,Tech Park,3,1,5,100,41,59
2024-02-08 08:00:00,Tech Park,8,0,6,75,46,29
2024-02-08 08:00:00,Shopping Mall,6,0,5,100,48,52
2024-02-08 08:00:00,Metro Station,6,0,0,150,67,83
2024-02-08 08:00:00,City Center,3,1,6,100,41,59
2024-02-08 10:00:00,Railway Station,2,0,5,100,18,82
2024-02-08 10:00:00,Tech Park,6,0,5,75,37,38
2024-02-08 12:00:00,Tech Park,9,0,4,100,67,33
2024-02-08 13:00:00,Railway Station,9,0,6,100,69,31
2024-02-08 14:00:00,Shopping Mall,1,1,5,100,26,74
2024-02-08 14:00:00,Shopping Mall,4,0,6,75,22,53
2024-02-08 16:00:00,City Center,9,0,1,75,57,18
2024-02-08 16:00:00,Tech Park,9,0,1,150,106,44
2024-02-08 16:00:00,City Center,4,1,2,100,50,50
2024-02-08 18:00:00,Shopping Mall,10,0,3,100,75,25
2024-02-08 19:00:00,Metro Station,6,0,4,75,40,35
2024-02-08 22:00:00,Metro Station,10,0,6,100,84,16
2024-02-08 23:00:00,Metro Station,9,0,2,150,105,45
2024-02-09 02:00:00,Metro Station,7,0,0,150,89,61
2024-02-09 02:00:00,Metro Station,6,0,2,150,73,77
2024-02-09 04:00:00,Airport,8,0,4,75,45,30
2024-02-09 05:00:00,Shopping Mall,9,0,0,100,70,30
2024-02-09 06:00:00,City Center,1,0,6,150,14,136
2024-02-09 07:00:00,Cricket Stadium,8,0,2,150,96,54
2024-02-09 07:00:00,Airport,10,1,6,150,150,0
2024-02-09 09:00:00,City Center,7,0,4,150,82,68
2024-02-09 10:00:00,Metro Station,1,0,3,75,8,67
2024-02-09 11:00:00,Tech Park,8,0,0,150,92,58
2024-02-09 11:00:00,Shopping Mall,8,1,1,100,82,18
2024-02-09 11:00:00,Railway Station,9,0,3,150,107,43
2024-02-09 13:00:00,Tech Park,5,0,6,100,43,57
2024-02-09 14:00:00,Cricket Stadium,9,1,3,200,189,11
2024-02-09 17:00:00,Tech Park,10,0,6,150,116,34
2024-02-09 18:00:00,City Center,5,0,2,150,56,94
2024-02-09 20:00:00,Metro Station,3,0,3,50,11,39
2024-02-09 21:00:00,Shopping Mall,8,0,3,150,93,57
2024-02-09 23:00:00,Airport,9,0,3,75,49,26
2024-02-09 23:00:00,Cricket Stadium,8,0,2,100,66,34
2024-02-09 23:00:00,Railway Station,1,0,5,100,10,90
2024-02-10 01:00:00,Cricket Stadium,8,0,3,150,99,51
2024-02-10 01:00:00,Airport,4,0,3,100,30,70
2024-02-10 02:00:00,Metro Station,4,0,3,100,36,64
2024-02-10 04:00:00,Metro Station,2,0,5,150,21,129
2024-02-10 05:00:00,Tech Park,2,0,5,75,12,63
2024-02-10 06:00:00,Tech Park,9,0,5,75,57,18
2024-02-10 06:00:00,City Center,10,0,4,100,80,20
2024-02-10 06:00:00,Airport,1,0,2,75,1,74
2024-02-10 06:00:00,Tech Park,8,0,4,75,48,27
2024-02-10 08:00:00,Metro Station,5,0,0,200,82,118
2024-02-10 08:00:00,Cricket Stadium,1,0,2,100,5,95
2024-02-10 09:00:00,Shopping Mall,3,0,6,50,11,39
2024-02-10 09:00:00,Cricket Stadium,8,1,6,75,60,15
2024-02-10 09:00:00,Airport,5,0,3,100,45,55
2024-02-10 14:00:00,City Center,1,0,5,150,9,141
2024-02-10 14:00:00,Shopping Mall,5,0,5,75,33,42
2024-02-10 15:00:00,Metro Station,7,0,1,100,53,47
2024-02-10 16:00:00,Cricket Stadium,6,0,6,150,68,82
2024-02-10 16:00:00,Railway Station,3,0,6,100,27,73
2024-02-10 17:00:00,Railway Station,2,0,0,150,20,130
2024-02-10 17:00:00,Airport,5,0,5,100,40,60
2024-02-10 17:00:00,Metro Station,8,0,2,100,64,36
2024-02-10 18:00:00,Cricket Stadium,10,0,3,50,43,7
2024-02-10 21:00:00,Railway Station,3,0,1,150,31,119
2024-02-10 21:00:00,Cricket Stadium,2,0,1,150,21,129
2024-02-10 22:00:00,Shopping Mall,10,0,2,75,55,20
2024-02-11 00:00:00,Shopping Mall,8,0,5,100,65,35
2024-02-11 01:00:00,Railway Station,9,1,5,150,143,7
2024-02-11 03:00:00,Cricket Stadium,6,0,3,150,73,77
2024-02-11 03:00:00,Tech Park,6,0,1,75,31,44
2024-02-11 04:00:00,Tech Park,10,0,0,150,124,26
2024-02-11 04:00:00,Railway Station,5,0,3,75,33,42
2024-02-11 05:00:00,Cricket Stadium,7,0,0,200,109,91
2024-02-11 05:00:00,Shopping Mall,10,0,1,200,165,35
2024-02-11 05:00:00,Shopping Mall,2,0,3,100,21,79
2024-02-11 06:00:00,City Center,6,0,2,200,92,108
2024-02-11 06:00:00,City Center,4,1,4,100,48,52
2024-02-11 07:00:00,Tech Park,7,0,4,150,86,64
2024-02-11 08:00:00,Metro Station,1,0,5,50,6,44
2024-02-11 08:00:00,City Center,3,0,2,200,47,153
2024-02-11 08:00:00,Metro Station,5,0,5,50,21,29
2024-02-11 10:00:00,Cricket Stadium,9,0,6,150,106,44
2024-02-11 10:00:00,Metro Station,6,0,0,75,36,39
2024-02-11 11:00:00,Shopping Mall,7,0,4,200,109,91
2024-02-11 11:00:00,City Center,6,0,1,150,67,83
2024-02-11 12:00:00,Cricket Stadium,7,0,2,100,53,47
2024-02-11 12:00:00,Shopping Mall,9,0,6,150,107,43
2024-02-11 13:00:00,Metro Station,5,0,5,150,63,87
2024-02-11 14:00:00,Metro Station,9,0,3,150,104,46
2024-02-11 14:00:00,Metro Station,9,0,6,150,113,37
2024-02-11 15:00:00,Metro Station,8,0,1,150,97,53
2024-02-11 16:00:00,Airport,7,0,5,75,47,28
2024-02-11 17:00:00,Cricket Stadium,2,0,3,75,16,59
2024-02-11 20:00:00,Airport,3,1,5,200,92,108
2024-02-11 20:00:00,City Center,4,1,0,200,108,92
2024-02-11 21:00:00,City Center,9,0,6,50,37,13
2024-02-11 23:00:00,Cricket Stadium,3,0,1,75,21,54
2024-02-12 00:00:00,Tech Park,10,0,4,150,118,32
2024-02-12 00:00:00,Railway Station,7,0,2,150,82,68
2024-02-12 01:00:00,Shopping Mall,5,0,5,150,64,86
2024-02-12 05:00:00,City Center,4,0,5,200,68,132
2024-02-12 05:00:00,Cricket Stadium,10,0,5,100,76,24
2024-02-12 05:00:00,Shopping Mall,5,0,3,100,36,64
2024-02-12 06:00:00,Cricket Stadium,2,1,6,100,41,59
2024-02-12 07:00:00,City Center,6,0,5,150,67,83
2024-02-12 07:00:00,Tech Park,1,0,1,150,15,135
2024-02-12 08:00:00,Metro Station,6,0,6,200,98,102
2024-02-12 08:00:00,City Center,9,1,5,100,88,12
2024-02-12 09:00:00,Shopping Mall,8,0,4,75,52,23
2024-02-12 09:00:00,Railway Station,9,0,0,100,77,23
2024-02-12 10:00:00,City Center,5,0,3,100,42,58
2024-02-12 10:00:00,City Center,3,1,0,100,45,55
2024-02-12 12:00:00,Cricket Stadium,6,1,6,100,66,34
2024-02-12 15:00:00,Shopping Mall,5,0,6,150,58,92
2024-02-12 17:00:00,Railway Station,3,0,0,100,29,71
2024-02-12 17:00:00,City Center,1,0,4,100,8,92
2024-02-12 19:00:00,Shopping Mall,9,0,0,150,112,38
2024-02-12 21:00:00,Tech Park,4,0,0,150,43,107
2024-02-12 22:00:00,Airport,3,0,0,100,22,78
2024-02-12 22:00:00,Airport,4,0,2,100,31,69
2024-02-12 23:00:00,Tech Park,3,0,2,75,16,59
2024-02-12 23:00:00,Railway Station,5,0,3,100,38,62
2024-02-13 00:00:00,Railway Station,10,1,3,100,100,0
2024-02-13 01:00:00,City Center,4,0,4,200,59,141
2024-02-13 02:00:00,Metro Station,6,0,1,75,37,38
2024-02-13 03:00:00,Airport,7,0,6,150,84,66
2024-02-13 04:00:00,Airport,7,0,5,100,56,44
2024-02-13 05:00:00,City Center,10,0,0,75,63,12
2024-02-13 06:00:00,City Center,5,0,5,100,37,63
2024-02-13 07:00:00,Metro Station,3,0,4,100,27,73
2024-02-13 08:00:00,City Center,4,1,1,200,102,98
2024-02-13 08:00:00,Railway Station,3,0,2,100,20,80
2024-02-13 09:00:00,Metro Station,3,0,2,50,12,38
2024-02-13 09:00:00,Metro Station,9,0,1,150,104,46
2024-02-13 10:00:00,Airport,4,0,6,100,34,66
2024-02-13 11:00:00,Shopping Mall,3,0,3,100,19,81
2024-02-13 12:00:00,Airport,10,0,6,150,125,25
2024-02-13 13:00:00,Railway Station,1,0,2,75,5,70
2024-02-13 13:00:00,City Center,7,0,1,75,42,33
2024-02-13 13:00:00,Cricket Stadium,5,1,6,200,123,77
2024-02-13 14:00:00,Cricket Stadium,5,0,4,50,17,33
2024-02-13 15:00:00,Airport,4,0,3,100,28,72
2024-02-13 17:00:00,Railway Station,5,0,5,75,32,43
2024-02-13 19:00:00,City Center,8,0,6,150,95,55
2024-02-13 20:00:00,Cricket Stadium,2,0,3,75,7,68
2024-02-13 20:00:00,Airport,9,0,1,100,69,31
2024-02-13 21:00:00,Cricket Stadium,6,0,3,75,41,34
2024-02-13 22:00:00,Shopping Mall,1,0,4,75,4,71
2024-02-13 23:00:00,Cricket Stadium,8,0,0,50,28,22
2024-02-14 01:00:00,Shopping Mall,8,0,4,150,94,56
2024-02-14 01:00:00,Tech Park,8,0,6,100,68,32
2024-02-14 05:00:00,Metro Station,3,0,2,100,19,81
2024-02-14 06:00:00,Airport,8,0,2,100,68,32
2024-02-14 07:00:00,Airport,2,0,5,150,27,123
2024-02-14 08:00:00,City Center,6,0,5,200,99,101
2024-02-14 09:00:00,Airport,5,0,2,150,56,94
2024-02-14 09:00:00,Cricket Stadium,6,0,1,150,72,78
2024-02-14 09:00:00,Metro Station,8,0,6,100,63,37
2024-02-14 10:00:00,Tech Park,1,0,1,75,5,70
2024-02-14 11:00:00,Airport,5,0,6,75,27,48
2024-02-14 11:00:00,Railway Station,4,0,4,100,33,67
2024-02-14 13:00:00,Metro Station,3,0,5,100,26,74
2024-02-14 13:00:00,Cricket Stadium,9,0,5,150,104,46
2024-02-14 14:00:00,City Center,4,0,1,200,69,131
2024-02-14 14:00:00,Metro Station,2,0,0,100,18,82
2024-02-14 18:00:00,Shopping Mall,8,0,4,200,127,73
2024-02-14 18:00:00,City Center,9,0,6,200,139,61
2024-02-14 18:00:00,Tech Park,3,0,6,100,19,81
2024-02-14 18:00:00,Cricket Stadium,5,0,2,150,64,86
2024-02-14 19:00:00,Railway Station,7,0,4,150,87,63
2024-02-14 19:00:00,Railway Station,1,0,0,150,13,137
2024-02-14 19:00:00,Airport,1,0,6,150,13,137
2024-02-14 19:00:00,Tech Park,1,0,1,100,11,89
2024-02-14 19:00:00,Metro Station,7,0,1,75,41,34
2024-02-14 21:00:00,Shopping Mall,9,1,1,75,73,2
2024-02-14 23:00:00,Airport,3,1,6,150,63,87
2024-02-14 23:00:00,Metro Station,1,0,2,100,12,88
2024-02-14 23:00:00,Shopping Mall,2,0,4,100,12,88
2024-02-15 00:00:00,Metro Station,1,0,5,200,18,182
2024-02-15 00:00:00,Metro Station,6,0,5,100,46,54
2024-02-15 00:00:00,Airport,8,0,0,150,95,55
2024-02-15 01:00:00,City Center,3,0,2,150,37,113
2024-02-15 08:00:00,City Center,3,0,3,150,31,119
2024-02-15 09:00:00,City Center,3,0,0,150,31,119
2024-02-15 09:00:00,Railway Station,4,0,0,75,19,56
2024-02-15 11:00:00,Metro Station,10,0,4,200,161,39
2024-02-15 12:00:00,City Center,2,0,5,150,21,129
2024-02-15 12:00:00,Cricket Stadium,10,0,2,200,157,43
2024-02-15 12:00:00,Cricket Stadium,8,1,3,75,64,11
2024-02-15 13:00:00,Railway Station,1,0,4,75,9,66
2024-02-15 13:00:00,Shopping Mall,10,0,4,100,85,15
2024-02-15 14:00:00,City Center,7,0,5,200,107,93
2024-02-15 14:00:00,Tech Park,1,0,4,75,4,71
2024-02-15 15:00:00,Tech Park,4,0,2,150,46,104
2024-02-15 15:00:00,Airport,2,0,0,150,22,128
2024-02-15 16:00:00,Railway Station,8,0,5,75,46,29
2024-02-15 16:00:00,Airport,3,0,6,75,13,62
2024-02-15 16:00:00,City Center,10,0,3,75,60,15
2024-02-15 17:00:00,Tech Park,10,0,0,50,42,8
2024-02-15 18:00:00,Railway Station,5,0,0,100,35,65
2024-02-15 19:00:00,City Center,6,0,5,200,96,104
2024-02-15 21:00:00,Tech Park,9,0,0,150,112,38
2024-02-15 21:00:00,Tech Park,5,0,6,150,64,86
2024-02-15 22:00:00,Tech Park,1,1,2,100,26,74
2024-02-15 22:00:00,Shopping Mall,5,1,4,100,63,37
2024-02-15 22:00:00,Airport,5,0,3,75,25,50
2024-02-15 22:00:00,Cricket Stadium,8,0,4,200,130,70
2024-02-15 23:00:00,Railway Station,1,0,1,150,14,136
2024-02-15 23:00:00,Airport,5,0,1,150,59,91
2024-02-16 00:00:00,Metro Station,6,0,2,150,73,77
2024-02-16 00:00:00,Tech Park,6,0,2,150,74,76
2024-02-16 00:00:00,Tech Park,9,0,2,150,105,45
2024-02-16 01:00:00,Tech Park,5,0,1,75,27,48
2024-02-16 01:00:00,City Center,7,0,6,50,28,22
2024-02-16 01:00:00,Airport,4,0,3,200,63,137
2024-02-16 01:00:00,City Center,7,0,1,100,53,47
2024-02-16 04:00:00,Cricket Stadium,3,1,6,100,48,52
2024-02-16 04:00:00,City Center,5,0,4,75,28,47
2024-02-16 05:00:00,Tech Park,5,0,1,50,25,25
2024-02-16 05:00:00,Tech Park,7,1,0,75,57,18
2024-02-16 10:00:00,Cricket Stadium,7,0,1,150,82,68
2024-02-16 11:00:00,City Center,7,0,2,150,87,63
2024-02-16 11:00:00,City Center,3,1,0,150,65,85
2024-02-16 12:00:00,City Center,3,0,1,150,36,114
2024-02-16 12:00:00,Shopping Mall,7,0,1,150,83,67
2024-02-16 13:00:00,City Center,2,0,3,75,11,64
2024-02-16 15:00:00,City Center,4,1,0,200,100,100
2024-02-16 18:00:00,Airport,3,0,6,100,25,75
2024-02-16 18:00:00,City Center,2,0,2,150,21,129
2024-02-16 20:00:00,Shopping Mall,6,1,4,150,106,44
2024-02-16 21:00:00,Airport,3,0,0,50,17,33
2024-02-16 22:00:00,Metro Station,4,0,4,200,69,131
2024-02-16 22:00:00,Airport,8,0,4,150,101,49
2024-02-16 23:00:00,Airport,2,0,5,200,35,165
2024-02-16 23:00:00,Airport,3,0,5,150,41,109
2024-02-17 00:00:00,City Center,10,0,3,150,121,29
2024-02-17 01:00:00,Shopping Mall,4,0,5,75,21,54
2024-02-17 01:00:00,Tech Park,10,0,6,150,124,26
2024-02-17 01:00:00,Cricket Stadium,9,0,2,150,106,44
2024-02-17 02:00:00,Airport,8,0,0,150,101,49
2024-02-17 03:00:00,Tech Park,2,0,4,150,21,129
2024-02-17 03:00:00,Metro Station,6,0,5,100,47,53
2024-02-17 04:00:00,Cricket Stadium,1,0,0,100,11,89
2024-02-17 04:00:00,Cricket Stadium,7,1,4,200,153,47
2024-02-17 05:00:00,Metro Station,10,0,1,200,164,36
2024-02-17 06:00:00,Shopping Mall,3,0,1,150,33,117
2024-02-17 07:00:00,City Center,3,0,6,200,43,157
2024-02-17 07:00:00,Cricket Stadium,2,0,4,75,9,66
2024-02-17 09:00:00,City Center,2,0,6,75,9,66
2024-02-17 10:00:00,Metro Station,3,0,6,75,14,61
2024-02-17 11:00:00,City Center,3,0,3,100,20,80
2024-02-17 12:00:00,Shopping Mall,1,0,2,150,10,140
2024-02-17 13:00:00,Shopping Mall,8,0,6,100,63,37
2024-02-17 13:00:00,Tech Park,6,0,1,100,49,51
2024-02-17 15:00:00,Railway Station,3,0,6,100,25,75
2024-02-17 16:00:00,Metro Station,7,0,6,75,40,35
2024-02-17 18:00:00,City Center,2,0,0,100,12,88
2024-02-17 20:00:00,Airport,6,0,5,100,46,54
2024-02-17 22:00:00,City Center,6,0,4,200,92,108
2024-02-17 22:00:00,Metro Station,2,0,4,100,14,86
2024-02-17 23:00:00,City Center,5,0,6,75,30,45
2024-02-17 23:00:00,Shopping Mall,9,0,4,150,112,38
2024-02-18 00:00:00,Cricket Stadium,6,0,5,75,31,44
2024-02-18 00:00:00,Cricket Stadium,1,0,2,75,5,70
2024-02-18 00:00:00,Metro Station,6,0,4,75,31,44
2024-02-18 01:00:00,Cricket Stadium,9,0,0,200,142,58
2024-02-18 01:00:00,Airport,4,0,6,100,30,70
2024-02-18 05:00:00,Railway Station,7,0,4,100,56,44
2024-02-18 06:00:00,Tech Park,6,0,3,150,67,83
2024-02-18 07:00:00,Cricket Stadium,10,0,2,150,118,32
2024-02-18 07:00:00,Shopping Mall,10,0,5,100,76,24
2024-02-18 09:00:00,Metro Station,2,0,1,100,17,83
2024-02-18 09:00:00,Metro Station,6,0,5,150,69,81
2024-02-18 10:00:00,Railway Station,3,0,4,50,15,35
2024-02-18 11:00:00,Shopping Mall,1,0,2,75,8,67
2024-02-18 11:00:00,Tech Park,4,0,6,200,66,134
2024-02-18 12:00:00,Cricket Stadium,7,0,0,75,42,33
2024-02-18 12:00:00,Railway Station,4,0,4,75,21,54
2024-02-18 12:00:00,Tech Park,1,0,3,150,8,142
2024-02-18 12:00:00,Railway Station,1,0,4,150,15,135
2024-02-18 14:00:00,Cricket Stadium,1,1,6,100,28,72
2024-02-18 15:00:00,Metro Station,1,0,6,150,10,140
2024-02-18 16:00:00,Metro Station,9,0,4,100,71,29
2024-02-18 16:00:00,Railway Station,3,0,1,150,32,118
2024-02-18 17:00:00,Cricket Stadium,1,0,1,200,18,182
2024-02-18 20:00:00,Tech Park,9,0,5,100,75,25
2024-02-18 20:00:00,Metro Station,2,0,0,100,18,82
2024-02-18 20:00:00,Metro Station,7,0,0,75,46,29
2024-02-18 21:00:00,City Center,10,0,3,150,115,35
2024-02-18 21:00:00,Railway Station,6,0,3,50,22,28
2024-02-18 21:00:00,Airport,1,0,1,150,16,134
2024-02-18 22:00:00,City Center,8,0,5,75,44,31
2024-02-19 00:00:00,Cricket Stadium,6,0,4,150,72,78
2024-02-19 00:00:00,Metro Station,8,0,0,50,37,13
2024-02-19 00:00:00,Airport,7,0,5,150,85,65
2024-02-19 01:00:00,Metro Station,9,0,6,100,69,31
2024-02-19 01:00:00,Metro Station,4,0,1,100,29,71
2024-02-19 03:00:00,Airport,6,0,0,75,33,42
2024-02-19 03:00:00,City Center,2,0,2,200,34,166
2024-02-19 05:00:00,Cricket Stadium,5,0,0,50,21,29
2024-02-19 08:00:00,Cricket Stadium,10,0,3,150,117,33
2024-02-19 09:00:00,Cricket Stadium,6,0,0,100,50,50
2024-02-19 10:00:00,City Center,6,0,0,100,48,52
2024-02-19 13:00:00,Metro Station,6,0,4,100,43,57
2024-02-19 13:00:00,Cricket Stadium,5,0,6,75,31,44
2024-02-19 15:00:00,Cricket Stadium,4,1,0,100,48,52
2024-02-19 15:00:00,Metro Station,3,0,2,150,37,113
2024-02-19 16:00:00,City Center,9,0,6,75,55,20
2024-02-19 17:00:00,Railway Station,1,0,2,150,12,138
2024-02-19 20:00:00,Shopping Mall,7,1,2,150,118,32
2024-02-19 21:00:00,Railway Station,1,0,3,75,5,70
2024-02-20 01:00:00,Tech Park,1,0,2,150,11,139
2024-02-20 02:00:00,Metro Station,1,0,3,100,3,97
2024-02-20 03:00:00,Airport,1,0,6,100,12,88
2024-02-20 04:00:00,Shopping Mall,5,0,3,200,77,123
2024-02-20 05:00:00,Cricket Stadium,6,0,4,200,98,102
2024-02-20 06:00:00,Airport,2,0,0,50,9,41
2024-02-20 07:00:00,Airport,4,0,4,100,34,66
2024-02-20 09:00:00,Railway Station,10,0,3,100,76,24
2024-02-20 09:00:00,City Center,10,1,4,75,75,0
2024-02-20 11:00:00,Metro Station,8,0,1,50,37,13
2024-02-20 11:00:00,Metro Station,8,0,1,200,133,67
2024-02-20 11:00:00,Cricket Stadium,3,0,5,100,20,80
2024-02-20 12:00:00,Airport,4,0,1,75,29,46
2024-02-20 14:00:00,Shopping Mall,7,0,5,100,54,46
2024-02-20 14:00:00,Airport,4,0,4,150,50,100
2024-02-20 15:00:00,Cricket Stadium,6,1,3,150,99,51
2024-02-20 15:00:00,Cricket Stadium,10,1,0,50,49,1
2024-02-20 16:00:00,City Center,5,0,0,100,44,56
2024-02-20 16:00:00,Cricket Stadium,10,0,0,50,40,10
2024-02-20 18:00:00,Airport,9,0,0,100,72,28
2024-02-20 19:00:00,Airport,5,0,3,50,21,29
2024-02-20 20:00:00,Railway Station,2,0,0,50,7,43
2024-02-20 20:00:00,Metro Station,7,0,6,150,89,61
2024-02-20 21:00:00,Airport,10,0,3,100,81,19
2024-02-20 21:00:00,Tech Park,3,0,5,100,19,81
2024-02-20 21:00:00,Tech Park,10,0,3,75,59,16
2024-02-20 21:00:00,Metro Station,5,0,6,200,76,124
2024-02-20 22:00:00,Railway Station,3,0,6,50,17,33
2024-02-20 23:00:00,City Center,1,0,1,150,11,139
2024-02-20 23:00:00,Tech Park,4,0,1,150,53,97
2024-02-21 00:00:00,Tech Park,9,0,2,150,105,45
2024-02-21 01:00:00,Shopping Mall,1,0,1,100,7,93
2024-02-21 02:00:00,Railway Station,9,0,2,100,76,24
2024-02-21 02:00:00,Railway Station,1,0,4,150,11,139
2024-02-21 03:00:00,City Center,5,0,5,150,64,86
2024-02-21 04:00:00,Railway Station,10,0,6,100,83,17
2024-02-21 04:00:00,Airport,3,0,5,50,14,36
2024-02-21 05:00:00,City Center,6,0,1,50,24,26
2024-02-21 06:00:00,Tech Park,7,0,1,100,58,42
2024-02-21 06:00:00,Shopping Mall,9,0,4,150,104,46
2024-02-21 07:00:00,Cricket Stadium,6,0,4,75,33,42
2024-02-21 07:00:00,Cricket Stadium,8,0,3,150,92,58
2024-02-21 08:00:00,Metro Station,4,0,1,100,29,71
2024-02-21 09:00:00,Railway Station,7,0,6,50,32,18
2024-02-21 10:00:00,City Center,7,0,2,200,110,90
2024-02-21 11:00:00,Railway Station,7,0,0,150,83,67
2024-02-21 12:00:00,Railway Station,1,0,0,100,10,90
2024-02-21 14:00:00,Tech Park,6,0,4,75,39,36
2024-02-21 15:00:00,Metro Station,1,0,2,100,9,91
2024-02-21 16:00:00,Cricket Stadium,5,1,3,50,34,16
2024-02-21 18:00:00,Tech Park,7,0,6,150,79,71
2024-02-21 18:00:00,Cricket Stadium,6,1,4,150,103,47
2024-02-21 20:00:00,Shopping Mall,7,0,6,100,54,46
2024-02-21 20:00:00,Metro Station,2,0,5,150,21,129
2024-02-22 07:00:00,City Center,10,0,1,100,75,25
2024-02-22 10:00:00,Cricket Stadium,4,0,4,200,64,136
2024-02-22 11:00:00,Cricket Stadium,1,0,2,200,16,184
2024-02-22 12:00:00,Cricket Stadium,5,0,6,75,27,48
2024-02-22 12:00:00,City Center,2,0,2,75,10,65
2024-02-22 15:00:00,Metro Station,10,0,1,100,81,19
2024-02-22 16:00:00,City Center,7,0,5,100,54,46
2024-02-22 18:00:00,Cricket Stadium,10,1,6,100,100,0
2024-02-22 21:00:00,Railway Station,10,0,1,150,115,35
2024-02-22 21:00:00,Metro Station,9,0,1,150,109,41
2024-02-22 23:00:00,City Center,3,0,2,75,17,58
2024-02-23 00:00:00,Shopping Mall,3,0,1,50,13,37
2024-02-23 01:00:00,Shopping Mall,10,0,5,75,60,15
2024-02-23 02:00:00,City Center,4,0,6,150,46,104
2024-02-23 06:00:00,Tech Park,4,0,4,50,21,29
2024-02-23 08:00:00,Tech Park,2,0,1,200,35,165
2024-02-23 09:00:00,Metro Station,1,0,3,150,17,133
2024-02-23 10:00:00,Cricket Stadium,5,1,4,100,63,37
2024-02-23 11:00:00,Railway Station,5,0,2,75,33,42
2024-02-23 15:00:00,Railway Station,5,0,6,75,26,49
2024-02-23 20:00:00,Railway Station,3,0,3,200,49,151
2024-02-23 21:00:00,City Center,7,1,4,200,156,44
2024-02-23 21:00:00,City Center,2,0,0,100,19,81
2024-02-23 22:00:00,Cricket Stadium,1,0,2,150,11,139
2024-02-23 23:00:00,Shopping Mall,7,0,2,50,33,17
2024-02-24 00:00:00,Metro Station,6,0,0,150,73,77
2024-02-24 02:00:00,Shopping Mall,6,0,5,150,67,83
2024-02-24 03:00:00,City Center,3,0,1,100,19,81
2024-02-24 03:00:00,Shopping Mall,1,0,1,100,6,94
2024-02-24 05:00:00,Tech Park,1,0,0,150,11,139
2024-02-24 05:00:00,Shopping Mall,2,0,0,200,31,169
2024-02-24 05:00:00,City Center,8,0,4,75,44,31
